link,measureId
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresClinicalDataRegistryReporting.pdf,PI_PHCDRR_5
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresEPrescribing.pdf,PI_EP_1
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresElectronicCaseReporting.pdf,PI_PHCDRR_3
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresImmunizationRegistryReporting.pdf,PI_PHCDRR_1
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresProvidePatientsElectronicAccess.pdf,PI_PEA_1
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresPublicHealthRegistryReporting.pdf,PI_PHCDRR_4
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresQueryofPrescriptionDrugMonitoringProgram.pdf,PI_EP_2
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresSecurityRiskAnalysis.pdf,PI_PPHI_1
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresSupportElectronicReferralLoopsReceivingandIncorpo.pdf,PI_HIE_4
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresSupportElectronicReferralLoopsbySendingHealthInfo.pdf,PI_HIE_3
https://qpp.cms.gov/docs/pi_specifications/Measure%20Specifications/2020MIPSPIMeasuresSyndromicSurveillanceReporting.pdf,PI_PHCDRR_2
