link,measureId
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_001_MIPSCQM.pdf,001
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_005_MIPSCQM.pdf,005
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_006_MIPSCQM.pdf,006
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_007_MIPSCQM.pdf,007
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_012_MIPSCQM.pdf,012
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_014_MIPSCQM.pdf,014
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_019_MIPSCQM.pdf,019
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_021_MIPSCQM.pdf,021
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_023_MIPSCQM.pdf,023
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_024_MIPSCQM.pdf,024
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_039_MIPSCQM.pdf,039
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_044_MIPSCQM.pdf,044
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_047_MIPSCQM.pdf,047
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_048_MIPSCQM.pdf,048
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_050_MIPSCQM.pdf,050
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_052_MIPSCQM.pdf,052
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_065_MIPSCQM.pdf,065
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_066_MIPSCQM.PDF,066
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_067_MIPSCQM.pdf,067
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_069_MIPSCQM.pdf,069
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_070_MIPSCQM.pdf,070
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_076_MIPSCQM.pdf,076
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_093_MIPSCQM.pdf,093
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_102_MIPSCQM.pdf,102
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_104_MIPSCQM.pdf,104
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_110_MIPSCQM.pdf,110
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_111_MIPSCQM.pdf,111
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_112_MIPSCQM.pdf,112
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_113_MIPSCQM.pdf,113
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_116_MIPSCQM.pdf,116
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_117_MIPSCQM.pdf,117
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_118_MIPSCQM.pdf,118
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_119_MIPSCQM.pdf,119
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_126_MIPSCQM.pdf,126
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_127_MIPSCQM.pdf,127
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_128_MIPSCQM.pdf,128
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_130_MIPSCQM.pdf,130
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_134_MIPSCQM.pdf,134
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_137_MIPSCQM.pdf,137
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_138_MIPSCQM.pdf,138
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_141_MIPSCQM.pdf,141
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_143_MIPSCQM.pdf,143
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_144_MIPSCQM.pdf,144
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_145_MIPSCQM.pdf,145
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_146_MIPSCQM.pdf,146
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_147_MIPSCQM.pdf,147
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_154_MIPSCQM.pdf,154
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2020_Measure_155_MIPSCQM.pdf,155
