Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted 
QCDR,,,,,AAN22,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN25,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN31,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN32,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN34,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN35,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN36,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN5,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN8,,,,,,,2024,,,,,,,,,
QCDR,,,,,AAN9,,,,,,,2024,,,,,,,,,
