link,measureId
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_001_MedicarePartBClaims.pdf,001
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_024_MedicarePartBClaims.pdf,024
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_039_MedicarePartBClaims.pdf,039
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_047_MedicarePartBClaims.pdf,047
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_134_MedicarePartBClaims.pdf,134
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_141_MedicarepartBClaims.pdf,141
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_145_MedicarePartBclaims.pdf,145
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_155_MedicarePartBClaims.pdf,155
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_181_medicarepartbclaims.pdf,181
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_226_MedicarePartBClaims.pdf,226
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_236_MedicarePartBClaims.pdf,236
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_249_MedicarePartBClaims.pdf,249
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_250_MedicarePartBClaims.pdf,250
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_261_MedicarePartBClaims.pdf,261
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_317_MedicarePartBClaims.pdf,317
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_320_MedicarePartBClaims.pdf,320
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_395_MedicarePartBClaims.pdf,395
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_396_MedicarePartBClaims.pdf,396
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_397_MedicarePartBClaims.pdf,397
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_405_MedicarePartBClaims.pdf,405
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_406_MedicarePartBClaims.pdf,406
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_418_MedicarePartBClaims.pdf,418
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_422_MedicarePartBClaims.pdf,422
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2024_Measure_436_MedicarePartBClaims.pdf,436
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2024_Measure_112_MedicarePartBClaims.pdf,112
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2024_Measure_128_MedicarePartBClaims.pdf,128

