link,measureId
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresClinicalDataRegistryReporting.pdf,PI_PHCDRR_5
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresElectronicCaseReporting.pdf,PI_PHCDRR_3
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresEnablingExchangeUnderTEFCA.pdf,PI_HIE_6
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresEPrescribing.pdf,PI_EP_1
http://qpp.cms.gov//docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresHIEBi-DirectionalExchange.pdf,PI_HIE_5
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresImmunizationRegistryReporting.pdf,PI_PHCDRR_1
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresProvidePatientsElectronicAccess.pdf,PI_PEA_1
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresPublicHealthRegistryReporting.pdf,PI_PHCDRR_4
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresQueryofPrescriptionDrugMonitoringProgram.pdf,PI_EP_2
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresSafetyAssuranceFactorsforEHRResilience.pdf,PI_PPHI_2
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresSecurityRiskAnalysis.pdf,PI_PPHI_1
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresSupportElectronicReferralLoopsbySendingHealthInfo.pdf,PI_HIE_1
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresSupportElectronicReferralLoopsReceivingandReconcilling.pdf,PI_HIE_4
http://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2024MIPSPIMeasuresSyndromicSurveillanceReporting.pdf,PI_PHCDRR_2
