link,measureId
https://qpp.cms.gov/docs/cost_specifications/2022-12-02-mif-mspb-clinician.pdf,MSPB_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-02-mif-tpcc.pdf,TPCC_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-aki-new-hd.pdf,COST_AKID_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-colrec-rsct.pdf,COST_CRR_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-el-ha.pdf,COST_PHA_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-fihr.pdf,COST_FIHR_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-hd-access.pdf,COST_HAC_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-ich-cva.pdf,COST_IHCI_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-ip-copd.pdf,COST_COPDE_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-knee-arthro.pdf,COST_KA_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-l-fusion.pdf,COST_LSFDD_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-lgi-bleed.pdf,COST_LGH_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-lump-mast.pdf,COST_LPMSM_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-mel-rsct.pdf,COST_MR_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-ne-cabg-v2.pdf,COST_NECABG_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-op-pci.pdf,COST_EOPCI_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-pna-hosp.pdf,COST_SPH_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-rleccli.pdf,COST_CCLI_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-rn-stone.pdf,COST_RUSST_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-sepsis.pdf,COST_S_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-ss-clnscpy.pdf,COST_SSC_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-08-mif-ebcm-stemi-pci-v2.pdf,COST_STEMI_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-12-methods-chron-copd.pdf,COST_ACOPD_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-12-methods-diabetes.pdf,COST_D_1
https://qpp.cms.gov/docs/cost_specifications/2022-12-13-mif-ebcm-cataract.pdf,COST_IOL_1
