link,measureId
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_001_MIPSCQM.pdf,001
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_005_MIPSCQM.pdf,005
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_006_MIPSCQM.pdf,006
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_007_MIPSCQM.pdf,007
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_008_MIPSCQM.pdf,008
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_014_MIPSCQM.pdf,014
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_019_MIPSCQM.pdf,019
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_024_MIPSCQM.pdf,024
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_039_MIPSCQM.pdf,039
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_047_MIPSCQM.pdf,047
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_048_MIPSCQM.pdf,048
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_050_MIPSCQM.pdf,050
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_052_MIPSCQM.pdf,052
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_065_MIPSCQM.pdf,065
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_066_MIPSCQM.pdf,066
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_093_MIPSCQM.pdf,093
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_102_MIPSCQM.pdf,102
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_104_MIPSCQM.pdf,104
http://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2023_Measure_110_MIPSCQM.pdf,110
