link,measureId
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_001_MIPSCQM.pdf,001
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_005_MIPSCQM.pdf,005
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_006_MIPSCQM.pdf,006
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_007_MIPSCQM.pdf,007
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_008_MIPSCQM.pdf,008
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_024_MIPSCQM.pdf,024
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_039_MIPSCQM.pdf,039
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_047_MIPSCQM.pdf,047
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_048_MIPSCQM.pdf,048
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_050_MIPSCQM.pdf,050
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_052_MIPSCQM.pdf,052
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_065_MIPSCQM.pdf,065
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_066_MIPSCQM.pdf,066
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_102_MIPSCQM.pdf,102
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_112_MIPSCQM.pdf,112
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_113_MIPSCQM.pdf,113
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_116_MIPSCQM.pdf,116
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_117_MIPSCQM.pdf,117
https://qpp.cms.gov/docs/QPP_quality_measure_specifications/CQM-Measures/2025_Measure_118_MIPSCQM.pdf,118
